"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"EPI_ISL_403478","B/Victoria","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_412952","B/Victoria","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_122298","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122279","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_157645","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_202172","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_202173","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_215763","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_223151","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_319904","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_320142","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_320130","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_320143","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_476655","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_476580","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122275","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122300","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122307","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122299","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_150200","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_222274","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_213455","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_319899","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_319951","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_320140","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_476587","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_476601","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_476633","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_476654","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122265","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122276","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_122278","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_150226","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_319964","B/Victoria","Instituto Nacional de Saude  (INSA)","Instituto Nacional de Saude (INSA)"
"EPI_ISL_9533525","B/Victoria","Instituto Nacional de Saúde Dr. Ricardo Jorge","Instituto Nacional de Saúde Dr. Ricardo Jorge"
"EPI_ISL_9533528","B/Victoria","Instituto Nacional de Saúde Dr. Ricardo Jorge","Instituto Nacional de Saúde Dr. Ricardo Jorge"
"EPI_ISL_9533526","B/Victoria","Instituto Nacional de Saúde Dr. Ricardo Jorge","Instituto Nacional de Saúde Dr. Ricardo Jorge"
"EPI_ISL_16629129","B/Victoria","Instituto Nacional de Saúde Dr. Ricardo Jorge","National Institute of Health Dr. Ricardo Jorge, Infectious Diseases Department, National Influenza Reference Laboratory"
"EPI_ISL_16629130","B/Victoria","Instituto Nacional de Saúde Dr. Ricardo Jorge","National Institute of Health Dr. Ricardo Jorge, Infectious Diseases Department, National Influenza Reference Laboratory"
"EPI_ISL_16629131","B/Victoria","Instituto Nacional de Saúde Dr. Ricardo Jorge","National Institute of Health Dr. Ricardo Jorge, Infectious Diseases Department, National Influenza Reference Laboratory"
"EPI_ISL_132549","B/Victoria","Instituto Nacional Enfermedades Infecciosas C.G.Malbran","Servicio de Virosis Respiratorias INEI ANLIS Carlos G. Malbran"
"EPI_ISL_132555","B/Victoria","Instituto Nacional Enfermedades Infecciosas C.G.Malbran","Servicio de Virosis Respiratorias INEI ANLIS Carlos G. Malbran"
"EPI_ISL_132545","B/Victoria","Instituto Nacional Enfermedades Infecciosas C.G.Malbran","Servicio de Virosis Respiratorias INEI ANLIS Carlos G. Malbran"
"EPI_ISL_16744580","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","FUNED MG"
"EPI_ISL_322224","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","FUNED MG"
"EPI_ISL_516091","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_16744586","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_351727","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_18092183","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_322271","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública (LACEN RJ)"
"EPI_ISL_516095","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública (LACEN RJ)"
"EPI_ISL_516100","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública (LACEN RJ)"
"EPI_ISL_322270","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública (LACEN RJ)"
"EPI_ISL_18092284","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública (LACEN RJ)"
"EPI_ISL_18092279","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública (LACEN RJ)"
"EPI_ISL_18038039","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública (LACEN RJ)"
"EPI_ISL_18092323","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_16755850","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_516159","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_18038060","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_18092205","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_17204530","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_18042737","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_18092203","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_18092262","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_331415","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_389370","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_18288427","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_389368","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_18288441","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_17204515","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_18037936","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_516158","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_16157525","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_16755836","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_516146","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_351730","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_17204488","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_16157524","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_331397","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_351723","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_345175","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_351722","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_389373","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_389361","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_13723827","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_18288413","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_18092324","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_18092232","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_18092311","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_345182","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_345181","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_16157535","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_516102","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_516109","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_18288464","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_18092190","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_345171","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_18092214","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_389360","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_516183","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_18038078","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_322206","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_516168","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_389359","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_516177","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/ES - Laboratório Central de Saúde Pública do Espírito Santo"
"EPI_ISL_17764785","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul"
"EPI_ISL_516137","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul"
"EPI_ISL_17764787","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul"
"EPI_ISL_389364","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta"
"EPI_ISL_15807726","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta"
"EPI_ISL_389365","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta"
"EPI_ISL_18092315","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","University of São Paulo"
"EPI_ISL_17727352","B/Victoria","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","University of São Paulo"
"KC020379","B/Victoria","Instiutut Pasteur in Cambodia, Virology",NA
"KC020369","B/Victoria","Instiutut Pasteur in Cambodia, Virology",NA
"KC020373","B/Victoria","Instiutut Pasteur in Cambodia, Virology",NA
"KC020374","B/Victoria","Instiutut Pasteur in Cambodia, Virology",NA
"KC020382","B/Victoria","Instiutut Pasteur in Cambodia, Virology",NA
"KC020378","B/Victoria","Instiutut Pasteur in Cambodia, Virology",NA
"KC020381","B/Victoria","Instiutut Pasteur in Cambodia, Virology",NA
"LC033073","B/Victoria","International Health, Public Health; 1-757, asahimachi-dori, chuo-ku, Niigata, Niigata 951-8510",NA
"EPI_ISL_368036","B/Victoria","Istituto Superiore di Sanità (ISS)","Istituto Superiore di Sanità"
"EPI_ISL_9398400","B/Victoria","Istituto Superiore di Sanità (ISS)","Laboratorio Aziendale di Microbiologia e Virologia/Comprensorio sanitario di Bolzano"
"EPI_ISL_9397777","B/Victoria","Istituto Superiore di Sanità (ISS)","Laboratorio Aziendale di Microbiologia e Virologia/Comprensorio sanitario di Bolzano"
"EPI_ISL_368039","B/Victoria","Istituto Superiore di Sanità (ISS)","Università Cattolica del Sacro Cuore"
"EPI_ISL_368042","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Florence"
"EPI_ISL_368047","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Parma"
"EPI_ISL_368298","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Parma"
"EPI_ISL_407860","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Parma"
"EPI_ISL_485615","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Parma"
"EPI_ISL_485709","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Parma"
"EPI_ISL_18058873","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Parma"
"EPI_ISL_368030","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Perugia"
"EPI_ISL_368028","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Perugia"
"EPI_ISL_368300","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Perugia"
"EPI_ISL_368292","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Perugia"
"EPI_ISL_263489","B/Victoria","Istituto Superiore di Sanità (ISS)","University of Trieste"
"MT269969","B/Victoria","J. Craig Venter Institute",NA
"MT270021","B/Victoria","J. Craig Venter Institute",NA
"MT270057","B/Victoria","J. Craig Venter Institute",NA
"MT270065","B/Victoria","J. Craig Venter Institute",NA
"MT270081","B/Victoria","J. Craig Venter Institute",NA
"MT269990","B/Victoria","J. Craig Venter Institute",NA
"MT270073","B/Victoria","J. Craig Venter Institute",NA
"MT270014","B/Victoria","J. Craig Venter Institute",NA
"KC620398","B/Victoria","Jiangsu CDC, Acute Infectious Disease Prevention and Control",NA
"KC620394","B/Victoria","Jiangsu CDC, Acute Infectious Disease Prevention and Control",NA
"KC620399","B/Victoria","Jiangsu CDC, Acute Infectious Disease Prevention and Control",NA
"MT449117","B/Victoria","Jiangxi Center for Disease Control and Prevention, institution of disease testing",NA
"MT449132","B/Victoria","Jiangxi Center for Disease Control and Prevention, institution of disease testing",NA
"MT449124","B/Victoria","Jiangxi Center for Disease Control and Prevention, institution of disease testing",NA
"MT449120","B/Victoria","Jiangxi Center for Disease Control and Prevention, institution of disease testing",NA
"MT449113","B/Victoria","Jiangxi Center for Disease Control and Prevention, institution of disease testing",NA
"KP233480","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233482","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233497","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233496","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233504","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233505","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233500","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233501","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233506","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KY888353","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KY888350","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KY888354","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233492","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KP233490","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"KY888356","B/Victoria","Jiangxi Province Center for Disease Control and Prevention",NA
"EPI_ISL_17527250","B/Victoria","Jining Center for Disease Control and Prevention","Jining Center for Disease Control and Prevention"
"EPI_ISL_17527251","B/Victoria","Jining Center for Disease Control and Prevention","Jining Center for Disease Control and Prevention"
"EPI_ISL_17527255","B/Victoria","Jining Center for Disease Control and Prevention","Jining Center for Disease Control and Prevention"
"EPI_ISL_17526598","B/Victoria","Jining Center for Disease Control and Prevention","Jining Center for Disease Control and Prevention"
"EPI_ISL_17527249","B/Victoria","Jining Center for Disease Control and Prevention","Jining Center for Disease Control and Prevention"
"EPI_ISL_15763838","B/Victoria","Johns Hopkins School of Medicine","Johns Hopkins School of Medicine"
"EPI_ISL_15763837","B/Victoria","Johns Hopkins School of Medicine","Johns Hopkins School of Medicine"
"EPI_ISL_14955268","B/Victoria","KEMRI Wellcome Trust Research Programme (KWTRP)","KEMRI Wellcome Trust Research Programme (KWTRP)"
"EPI_ISL_14955269","B/Victoria","KEMRI Wellcome Trust Research Programme (KWTRP)","KEMRI Wellcome Trust Research Programme (KWTRP)"
"EPI_ISL_14955260","B/Victoria","KEMRI Wellcome Trust Research Programme (KWTRP)","KEMRI Wellcome Trust Research Programme (KWTRP)"
"EPI_ISL_14955267","B/Victoria","KEMRI Wellcome Trust Research Programme (KWTRP)","KEMRI Wellcome Trust Research Programme (KWTRP)"
"EPI_ISL_14955266","B/Victoria","KEMRI Wellcome Trust Research Programme (KWTRP)","KEMRI Wellcome Trust Research Programme (KWTRP)"
"EPI_ISL_14955262","B/Victoria","KEMRI Wellcome Trust Research Programme (KWTRP)","KEMRI Wellcome Trust Research Programme (KWTRP)"
"KY381592","B/Victoria","King Institute of Preventive Medicine & Research, Virology",NA
"MN822671","B/Victoria","Korea Center for Disease Control and Prevention, Division of Viral Diseases",NA
"EPI_ISL_18231964","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_18231982","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_18231971","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_17375336","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_18231978","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_17375314","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_17256561","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_17375335","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_18231966","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"EPI_ISL_17592006","B/Victoria","Korea Disease Control and Prevention Agency (KDCA)","Korea Disease Control and Prevention Agency (KDCA)"
"KP144960","B/Victoria","Korea National Institute of Health, Korea CDC, Influenza Virus Dep.",NA
"KY509861","B/Victoria","Korea National Institute of Health, Korea CDC, Influenza Virus Dep.",NA
"GU323496","B/Victoria","Korea National Institute of Health, Korea Centers for Disease Control and Prevention, Division of Influenza Viruses, Center for Infectious Diseases",NA
"GU323495","B/Victoria","Korea National Institute of Health, Korea Centers for Disease Control and Prevention, Division of Influenza Viruses, Center for Infectious Diseases",NA
"GU323497","B/Victoria","Korea National Institute of Health, Korea Centers for Disease Control and Prevention, Division of Influenza Viruses, Center for Infectious Diseases",NA
"GU323499","B/Victoria","Korea National Institute of Health, Korea Centers for Disease Control and Prevention, Division of Influenza Viruses, Center for Infectious Diseases",NA
"GU323500","B/Victoria","Korea National Institute of Health, Korea Centers for Disease Control and Prevention, Division of Influenza Viruses, Center for Infectious Diseases",NA
"MF441022","B/Victoria","Korea University, College of Pharmacy",NA
"MF440966","B/Victoria","Korea University, College of Pharmacy",NA
"MF441030","B/Victoria","Korea University, College of Pharmacy",NA
